Tipo de residuo;Tipo de tratamiento;Clase de peligrosidad;periodo;Total
09.2. Residuos vegetales;Incineración;PELIGROSO;2010;0
09.2. Residuos vegetales;Incineración;TOTAL GENERAL;2020;23.727
09.2. Residuos vegetales;Incineración;TOTAL GENERAL;2019;30.307
09.2. Residuos vegetales;Incineración;TOTAL GENERAL;2018;18.635
09.2. Residuos vegetales;Incineración;TOTAL GENERAL;2017;17.502
09.2. Residuos vegetales;Incineración;TOTAL GENERAL;2016;22.614
09.2. Residuos vegetales;Incineración;TOTAL GENERAL;2015;20.671
09.2. Residuos vegetales;Incineración;TOTAL GENERAL;2014;26.555
09.2. Residuos vegetales;Incineración;TOTAL GENERAL;2013;34.552
09.2. Residuos vegetales;Incineración;TOTAL GENERAL;2012;35.078
09.2. Residuos vegetales;Incineración;TOTAL GENERAL;2011;16.863
09.2. Residuos vegetales;Incineración;TOTAL GENERAL;2010;7.153
09.2. Residuos vegetales;Total;NO PELIGROSO;2020;893.188
09.2. Residuos vegetales;Total;NO PELIGROSO;2019;785.966
09.2. Residuos vegetales;Total;NO PELIGROSO;2018;968.553
09.2. Residuos vegetales;Total;NO PELIGROSO;2017;572.650
09.2. Residuos vegetales;Total;NO PELIGROSO;2016;721.916
09.2. Residuos vegetales;Total;NO PELIGROSO;2015;676.580
09.2. Residuos vegetales;Total;NO PELIGROSO;2014;686.714
09.2. Residuos vegetales;Total;NO PELIGROSO;2013;562.135
09.2. Residuos vegetales;Total;NO PELIGROSO;2012;429.524
09.2. Residuos vegetales;Total;NO PELIGROSO;2011;657.195
09.2. Residuos vegetales;Total;NO PELIGROSO;2010;861.843
09.2. Residuos vegetales;Total;PELIGROSO;2020;..
09.2. Residuos vegetales;Total;PELIGROSO;2019;..
09.2. Residuos vegetales;Total;PELIGROSO;2018;..
09.2. Residuos vegetales;Total;PELIGROSO;2017;..
09.2. Residuos vegetales;Total;PELIGROSO;2016;..
09.2. Residuos vegetales;Total;PELIGROSO;2015;..
09.2. Residuos vegetales;Total;PELIGROSO;2014;..
09.2. Residuos vegetales;Total;PELIGROSO;2013;..
09.2. Residuos vegetales;Total;PELIGROSO;2012;..
09.2. Residuos vegetales;Total;PELIGROSO;2011;..
09.2. Residuos vegetales;Total;PELIGROSO;2010;0
09.2. Residuos vegetales;Total;TOTAL GENERAL;2020;893.188
09.2. Residuos vegetales;Total;TOTAL GENERAL;2019;785.966
09.2. Residuos vegetales;Total;TOTAL GENERAL;2018;968.553
09.2. Residuos vegetales;Total;TOTAL GENERAL;2017;572.650
09.2. Residuos vegetales;Total;TOTAL GENERAL;2016;721.916
09.2. Residuos vegetales;Total;TOTAL GENERAL;2015;676.580
09.2. Residuos vegetales;Total;TOTAL GENERAL;2014;686.714
09.2. Residuos vegetales;Total;TOTAL GENERAL;2013;562.135
09.2. Residuos vegetales;Total;TOTAL GENERAL;2012;429.524
09.2. Residuos vegetales;Total;TOTAL GENERAL;2011;657.195
09.2. Residuos vegetales;Total;TOTAL GENERAL;2010;861.843
09.3. Purín y estiércol;Recuperación;NO PELIGROSO;2020;316.392
09.3. Purín y estiércol;Recuperación;NO PELIGROSO;2019;214.424
09.3. Purín y estiércol;Recuperación;NO PELIGROSO;2018;161.537
09.3. Purín y estiércol;Recuperación;NO PELIGROSO;2017;111.707
09.3. Purín y estiércol;Recuperación;NO PELIGROSO;2016;88.822
09.3. Purín y estiércol;Recuperación;NO PELIGROSO;2015;137.639
09.3. Purín y estiércol;Recuperación;NO PELIGROSO;2014;160.854
09.3. Purín y estiércol;Recuperación;NO PELIGROSO;2013;380.585
09.3. Purín y estiércol;Recuperación;NO PELIGROSO;2012;446.312
09.3. Purín y estiércol;Recuperación;NO PELIGROSO;2011;243.058
09.3. Purín y estiércol;Recuperación;NO PELIGROSO;2010;320.424
09.3. Purín y estiércol;Recuperación;PELIGROSO;2020;..
09.3. Purín y estiércol;Recuperación;PELIGROSO;2019;..
09.3. Purín y estiércol;Recuperación;PELIGROSO;2018;..
09.3. Purín y estiércol;Recuperación;PELIGROSO;2017;..
09.3. Purín y estiércol;Recuperación;PELIGROSO;2016;..
09.3. Purín y estiércol;Recuperación;PELIGROSO;2015;..
09.3. Purín y estiércol;Recuperación;PELIGROSO;2014;..
09.3. Purín y estiércol;Recuperación;PELIGROSO;2013;..
09.3. Purín y estiércol;Recuperación;PELIGROSO;2012;..
09.3. Purín y estiércol;Recuperación;PELIGROSO;2011;..
09.3. Purín y estiércol;Recuperación;PELIGROSO;2010;0
09.3. Purín y estiércol;Recuperación;TOTAL GENERAL;2020;316.392
09.3. Purín y estiércol;Recuperación;TOTAL GENERAL;2019;214.424
09.3. Purín y estiércol;Recuperación;TOTAL GENERAL;2018;161.537
09.3. Purín y estiércol;Recuperación;TOTAL GENERAL;2017;111.707
09.3. Purín y estiércol;Recuperación;TOTAL GENERAL;2016;88.822
09.3. Purín y estiércol;Recuperación;TOTAL GENERAL;2015;137.639
09.3. Purín y estiércol;Recuperación;TOTAL GENERAL;2014;160.854
09.3. Purín y estiércol;Recuperación;TOTAL GENERAL;2013;380.585
09.3. Purín y estiércol;Recuperación;TOTAL GENERAL;2012;446.312
09.3. Purín y estiércol;Recuperación;TOTAL GENERAL;2011;243.058
09.3. Purín y estiércol;Recuperación;TOTAL GENERAL;2010;320.424
09.3. Purín y estiércol;Operaciones de relleno;NO PELIGROSO;2020;0
09.3. Purín y estiércol;Operaciones de relleno;NO PELIGROSO;2019;0
09.3. Purín y estiércol;Operaciones de relleno;NO PELIGROSO;2018;0
09.3. Purín y estiércol;Operaciones de relleno;NO PELIGROSO;2017;0
09.3. Purín y estiércol;Operaciones de relleno;NO PELIGROSO;2016;0
09.3. Purín y estiércol;Operaciones de relleno;NO PELIGROSO;2015;0
09.3. Purín y estiércol;Operaciones de relleno;NO PELIGROSO;2014;0
09.3. Purín y estiércol;Operaciones de relleno;NO PELIGROSO;2013;0
09.3. Purín y estiércol;Operaciones de relleno;NO PELIGROSO;2012;0
09.3. Purín y estiércol;Operaciones de relleno;NO PELIGROSO;2011;0
09.3. Purín y estiércol;Operaciones de relleno;NO PELIGROSO;2010;0
09.3. Purín y estiércol;Operaciones de relleno;PELIGROSO;2020;..
09.3. Purín y estiércol;Operaciones de relleno;PELIGROSO;2019;..
09.3. Purín y estiércol;Operaciones de relleno;PELIGROSO;2018;..
09.3. Purín y estiércol;Operaciones de relleno;PELIGROSO;2017;..
09.3. Purín y estiércol;Operaciones de relleno;PELIGROSO;2016;..
09.3. Purín y estiércol;Operaciones de relleno;PELIGROSO;2015;..
09.3. Purín y estiércol;Operaciones de relleno;PELIGROSO;2014;..
09.3. Purín y estiércol;Operaciones de relleno;PELIGROSO;2013;..
09.3. Purín y estiércol;Operaciones de relleno;PELIGROSO;2012;..
09.3. Purín y estiércol;Operaciones de relleno;PELIGROSO;2011;..
09.3. Purín y estiércol;Operaciones de relleno;PELIGROSO;2010;0
09.3. Purín y estiércol;Operaciones de relleno;TOTAL GENERAL;2020;0
09.3. Purín y estiércol;Operaciones de relleno;TOTAL GENERAL;2019;0
09.3. Purín y estiércol;Operaciones de relleno;TOTAL GENERAL;2018;0
09.3. Purín y estiércol;Operaciones de relleno;TOTAL GENERAL;2017;0
09.3. Purín y estiércol;Operaciones de relleno;TOTAL GENERAL;2016;0
09.3. Purín y estiércol;Operaciones de relleno;TOTAL GENERAL;2015;0
09.3. Purín y estiércol;Operaciones de relleno;TOTAL GENERAL;2014;0
09.3. Purín y estiércol;Operaciones de relleno;TOTAL GENERAL;2013;0
09.3. Purín y estiércol;Operaciones de relleno;TOTAL GENERAL;2012;0
09.3. Purín y estiércol;Operaciones de relleno;TOTAL GENERAL;2011;0
09.3. Purín y estiércol;Operaciones de relleno;TOTAL GENERAL;2010;0
09.3. Purín y estiércol;Vertido;NO PELIGROSO;2020;9.611
09.3. Purín y estiércol;Vertido;NO PELIGROSO;2019;784
09.3. Purín y estiércol;Vertido;NO PELIGROSO;2018;1.472
09.3. Purín y estiércol;Vertido;NO PELIGROSO;2017;273
09.3. Purín y estiércol;Vertido;NO PELIGROSO;2016;2.456
09.3. Purín y estiércol;Vertido;NO PELIGROSO;2015;442
09.3. Purín y estiércol;Vertido;NO PELIGROSO;2014;489
09.3. Purín y estiércol;Vertido;NO PELIGROSO;2013;585
09.3. Purín y estiércol;Vertido;NO PELIGROSO;2012;1.142
09.3. Purín y estiércol;Vertido;NO PELIGROSO;2011;21.485
09.3. Purín y estiércol;Vertido;NO PELIGROSO;2010;39.765
09.3. Purín y estiércol;Vertido;PELIGROSO;2020;..
09.3. Purín y estiércol;Vertido;PELIGROSO;2019;..
09.3. Purín y estiércol;Vertido;PELIGROSO;2018;..
09.3. Purín y estiércol;Vertido;PELIGROSO;2017;..
09.3. Purín y estiércol;Vertido;PELIGROSO;2016;..
09.3. Purín y estiércol;Vertido;PELIGROSO;2015;..
09.3. Purín y estiércol;Vertido;PELIGROSO;2014;..
09.3. Purín y estiércol;Vertido;PELIGROSO;2013;..
09.3. Purín y estiércol;Vertido;PELIGROSO;2012;..
09.3. Purín y estiércol;Vertido;PELIGROSO;2011;..
09.3. Purín y estiércol;Vertido;PELIGROSO;2010;0
09.3. Purín y estiércol;Vertido;TOTAL GENERAL;2020;9.611
09.3. Purín y estiércol;Vertido;TOTAL GENERAL;2019;784
09.3. Purín y estiércol;Vertido;TOTAL GENERAL;2018;1.472
09.3. Purín y estiércol;Vertido;TOTAL GENERAL;2017;273
09.3. Purín y estiércol;Vertido;TOTAL GENERAL;2016;2.456
09.3. Purín y estiércol;Vertido;TOTAL GENERAL;2015;442
09.3. Purín y estiércol;Vertido;TOTAL GENERAL;2014;489
09.3. Purín y estiércol;Vertido;TOTAL GENERAL;2013;585
09.3. Purín y estiércol;Vertido;TOTAL GENERAL;2012;1.142
09.3. Purín y estiércol;Vertido;TOTAL GENERAL;2011;21.485
09.3. Purín y estiércol;Vertido;TOTAL GENERAL;2010;39.765
09.3. Purín y estiércol;Incineración;NO PELIGROSO;2020;68
09.3. Purín y estiércol;Incineración;NO PELIGROSO;2019;0
09.3. Purín y estiércol;Incineración;NO PELIGROSO;2018;0
09.3. Purín y estiércol;Incineración;NO PELIGROSO;2017;0
09.3. Purín y estiércol;Incineración;NO PELIGROSO;2016;0
09.3. Purín y estiércol;Incineración;NO PELIGROSO;2015;0
09.3. Purín y estiércol;Incineración;NO PELIGROSO;2014;0
09.3. Purín y estiércol;Incineración;NO PELIGROSO;2013;0
09.3. Purín y estiércol;Incineración;NO PELIGROSO;2012;0
09.3. Purín y estiércol;Incineración;NO PELIGROSO;2011;0
09.3. Purín y estiércol;Incineración;NO PELIGROSO;2010;0
09.3. Purín y estiércol;Incineración;PELIGROSO;2020;..
09.3. Purín y estiércol;Incineración;PELIGROSO;2019;..
09.3. Purín y estiércol;Incineración;PELIGROSO;2018;..
09.3. Purín y estiércol;Incineración;PELIGROSO;2017;..
09.3. Purín y estiércol;Incineración;PELIGROSO;2016;..
09.3. Purín y estiércol;Incineración;PELIGROSO;2015;..
09.3. Purín y estiércol;Incineración;PELIGROSO;2014;..
09.3. Purín y estiércol;Incineración;PELIGROSO;2013;..
09.3. Purín y estiércol;Incineración;PELIGROSO;2012;..
09.3. Purín y estiércol;Incineración;PELIGROSO;2011;..
09.3. Purín y estiércol;Incineración;PELIGROSO;2010;0
09.3. Purín y estiércol;Incineración;TOTAL GENERAL;2020;68
09.3. Purín y estiércol;Incineración;TOTAL GENERAL;2019;0
09.3. Purín y estiércol;Incineración;TOTAL GENERAL;2018;0
09.3. Purín y estiércol;Incineración;TOTAL GENERAL;2017;0
09.3. Purín y estiércol;Incineración;TOTAL GENERAL;2016;0
09.3. Purín y estiércol;Incineración;TOTAL GENERAL;2015;0
09.3. Purín y estiércol;Incineración;TOTAL GENERAL;2014;0
09.3. Purín y estiércol;Incineración;TOTAL GENERAL;2013;0
09.3. Purín y estiércol;Incineración;TOTAL GENERAL;2012;0
09.3. Purín y estiércol;Incineración;TOTAL GENERAL;2011;0
09.3. Purín y estiércol;Incineración;TOTAL GENERAL;2010;0
09.3. Purín y estiércol;Total;NO PELIGROSO;2020;326.071
09.3. Purín y estiércol;Total;NO PELIGROSO;2019;215.208
09.3. Purín y estiércol;Total;NO PELIGROSO;2018;163.009
09.3. Purín y estiércol;Total;NO PELIGROSO;2017;111.980
09.3. Purín y estiércol;Total;NO PELIGROSO;2016;91.278
09.3. Purín y estiércol;Total;NO PELIGROSO;2015;138.081
09.3. Purín y estiércol;Total;NO PELIGROSO;2014;161.343
09.3. Purín y estiércol;Total;NO PELIGROSO;2013;381.170
09.3. Purín y estiércol;Total;NO PELIGROSO;2012;447.454
09.3. Purín y estiércol;Total;NO PELIGROSO;2011;264.543
09.3. Purín y estiércol;Total;NO PELIGROSO;2010;360.189
09.3. Purín y estiércol;Total;PELIGROSO;2020;..
09.3. Purín y estiércol;Total;PELIGROSO;2019;..
09.3. Purín y estiércol;Total;PELIGROSO;2018;..
09.3. Purín y estiércol;Total;PELIGROSO;2017;..
09.3. Purín y estiércol;Total;PELIGROSO;2016;..
09.3. Purín y estiércol;Total;PELIGROSO;2015;..
09.3. Purín y estiércol;Total;PELIGROSO;2014;..
09.3. Purín y estiércol;Total;PELIGROSO;2013;..
09.3. Purín y estiércol;Total;PELIGROSO;2012;..
09.3. Purín y estiércol;Total;PELIGROSO;2011;..
09.3. Purín y estiércol;Total;PELIGROSO;2010;0
09.3. Purín y estiércol;Total;TOTAL GENERAL;2020;326.071
09.3. Purín y estiércol;Total;TOTAL GENERAL;2019;215.208
09.3. Purín y estiércol;Total;TOTAL GENERAL;2018;163.009
09.3. Purín y estiércol;Total;TOTAL GENERAL;2017;111.980
09.3. Purín y estiércol;Total;TOTAL GENERAL;2016;91.278
09.3. Purín y estiércol;Total;TOTAL GENERAL;2015;138.081
09.3. Purín y estiércol;Total;TOTAL GENERAL;2014;161.343
09.3. Purín y estiércol;Total;TOTAL GENERAL;2013;381.170
09.3. Purín y estiércol;Total;TOTAL GENERAL;2012;447.454
09.3. Purín y estiércol;Total;TOTAL GENERAL;2011;264.543
09.3. Purín y estiércol;Total;TOTAL GENERAL;2010;360.189
10.1. Residuos domésticos y similares;Recuperación;NO PELIGROSO;2020;624.411
10.1. Residuos domésticos y similares;Recuperación;NO PELIGROSO;2019;119.280
10.1. Residuos domésticos y similares;Recuperación;NO PELIGROSO;2018;72.739
10.1. Residuos domésticos y similares;Recuperación;NO PELIGROSO;2017;78.349
10.1. Residuos domésticos y similares;Recuperación;NO PELIGROSO;2016;76.412
10.1. Residuos domésticos y similares;Recuperación;NO PELIGROSO;2015;81.737
10.1. Residuos domésticos y similares;Recuperación;NO PELIGROSO;2014;0
10.1. Residuos domésticos y similares;Recuperación;NO PELIGROSO;2013;0
10.1. Residuos domésticos y similares;Recuperación;NO PELIGROSO;2012;0
10.1. Residuos domésticos y similares;Recuperación;NO PELIGROSO;2011;3.271
10.1. Residuos domésticos y similares;Recuperación;NO PELIGROSO;2010;237.798
10.1. Residuos domésticos y similares;Recuperación;PELIGROSO;2020;..
10.1. Residuos domésticos y similares;Recuperación;PELIGROSO;2019;..
10.1. Residuos domésticos y similares;Recuperación;PELIGROSO;2018;..
10.1. Residuos domésticos y similares;Recuperación;PELIGROSO;2017;..
10.1. Residuos domésticos y similares;Recuperación;PELIGROSO;2016;..
10.1. Residuos domésticos y similares;Recuperación;PELIGROSO;2015;..
10.1. Residuos domésticos y similares;Recuperación;PELIGROSO;2014;..
10.1. Residuos domésticos y similares;Recuperación;PELIGROSO;2013;..
10.1. Residuos domésticos y similares;Recuperación;PELIGROSO;2012;..
10.1. Residuos domésticos y similares;Recuperación;PELIGROSO;2011;..
10.1. Residuos domésticos y similares;Recuperación;PELIGROSO;2010;0
10.1. Residuos domésticos y similares;Recuperación;TOTAL GENERAL;2020;624.411
10.1. Residuos domésticos y similares;Recuperación;TOTAL GENERAL;2019;119.280
10.1. Residuos domésticos y similares;Recuperación;TOTAL GENERAL;2018;72.739
10.1. Residuos domésticos y similares;Recuperación;TOTAL GENERAL;2017;78.349
10.1. Residuos domésticos y similares;Recuperación;TOTAL GENERAL;2016;76.412
10.1. Residuos domésticos y similares;Recuperación;TOTAL GENERAL;2015;81.737
10.1. Residuos domésticos y similares;Recuperación;TOTAL GENERAL;2014;0
10.1. Residuos domésticos y similares;Recuperación;TOTAL GENERAL;2013;0
10.1. Residuos domésticos y similares;Recuperación;TOTAL GENERAL;2012;0
10.1. Residuos domésticos y similares;Recuperación;TOTAL GENERAL;2011;3.271
10.1. Residuos domésticos y similares;Recuperación;TOTAL GENERAL;2010;237.798
10.1. Residuos domésticos y similares;Operaciones de relleno;NO PELIGROSO;2020;0
10.1. Residuos domésticos y similares;Operaciones de relleno;NO PELIGROSO;2019;0
10.1. Residuos domésticos y similares;Operaciones de relleno;NO PELIGROSO;2018;0
10.1. Residuos domésticos y similares;Operaciones de relleno;NO PELIGROSO;2017;0
10.1. Residuos domésticos y similares;Operaciones de relleno;NO PELIGROSO;2016;0
10.1. Residuos domésticos y similares;Operaciones de relleno;NO PELIGROSO;2015;0
10.1. Residuos domésticos y similares;Operaciones de relleno;NO PELIGROSO;2014;0
10.1. Residuos domésticos y similares;Operaciones de relleno;NO PELIGROSO;2013;0
10.1. Residuos domésticos y similares;Operaciones de relleno;NO PELIGROSO;2012;0
10.1. Residuos domésticos y similares;Operaciones de relleno;NO PELIGROSO;2011;0
10.1. Residuos domésticos y similares;Operaciones de relleno;NO PELIGROSO;2010;0
10.1. Residuos domésticos y similares;Operaciones de relleno;PELIGROSO;2020;..
10.1. Residuos domésticos y similares;Operaciones de relleno;PELIGROSO;2019;..
10.1. Residuos domésticos y similares;Operaciones de relleno;PELIGROSO;2018;..
10.1. Residuos domésticos y similares;Operaciones de relleno;PELIGROSO;2017;..
10.1. Residuos domésticos y similares;Operaciones de relleno;PELIGROSO;2016;..
10.1. Residuos domésticos y similares;Operaciones de relleno;PELIGROSO;2015;..
10.1. Residuos domésticos y similares;Operaciones de relleno;PELIGROSO;2014;..
10.1. Residuos domésticos y similares;Operaciones de relleno;PELIGROSO;2013;..
10.1. Residuos domésticos y similares;Operaciones de relleno;PELIGROSO;2012;..
10.1. Residuos domésticos y similares;Operaciones de relleno;PELIGROSO;2011;..
10.1. Residuos domésticos y similares;Operaciones de relleno;PELIGROSO;2010;0
